"longitude","latitude","front_name"
-85.99,-62.17,"PF"
-85.66,-62.38,"PF"
-85.26,-62.66,"PF"
-84.94,-62.88,"PF"
-84.62,-63.07,"PF"
-84.21,-63.21,"PF"
-83.7,-63.32,"PF"
-83.11,-63.41,"PF"
-82.67,-63.44,"PF"
-82.2,-63.39,"PF"
-81.77,-63.26,"PF"
-81.41,-63.1,"PF"
-81.07,-62.95,"PF"
-80.76,-62.81,"PF"
-80.49,-62.71,"PF"
-80.16,-62.6,"PF"
-79.8,-62.51,"PF"
-79.48,-62.46,"PF"
-79.17,-62.42,"PF"
-78.86,-62.4,"PF"
-78.43,-62.46,"PF"
-78.01,-62.58,"PF"
-77.83,-62.64,"PF"
-77.82,-62.64,"PF"
-77.82,-62.65,"PF"
-77.79,-62.66,"PF"
-77.64,-62.75,"PF"
-77.42,-62.89,"PF"
-77.1,-63.05,"PF"
-76.7,-63.21,"PF"
-76.23,-63.37,"PF"
-75.81,-63.44,"PF"
-75.29,-63.46,"PF"
-74.77,-63.45,"PF"
-74.32,-63.38,"PF"
-73.95,-63.27,"PF"
-73.62,-63.06,"PF"
-73.42,-62.84,"PF"
-73.27,-62.61,"PF"
-73.15,-62.38,"PF"
-73.07,-62.17,"PF"
-72.94,-61.9,"PF"
-72.78,-61.66,"PF"
-72.52,-61.44,"PF"
-72.27,-61.31,"PF"
-72.08,-61.2,"PF"
-71.9,-61.1,"PF"
-71.64,-60.98,"PF"
-71.4,-60.89,"PF"
-71.07,-60.86,"PF"
-70.7,-60.85,"PF"
-70.4,-60.88,"PF"
-69.87,-60.96,"PF"
-69.24,-61.04,"PF"
-68.81,-61.07,"PF"
-68.5,-61.07,"PF"
-68.2,-61.04,"PF"
-67.93,-61,"PF"
-67.69,-60.96,"PF"
-67.48,-60.86,"PF"
-67.35,-60.68,"PF"
-67.23,-60.44,"PF"
-67.14,-60.21,"PF"
-67.02,-60.05,"PF"
-66.82,-59.89,"PF"
-66.52,-59.74,"PF"
-66.2,-59.59,"PF"
-65.85,-59.47,"PF"
-65.43,-59.36,"PF"
-65.01,-59.31,"PF"
-64.63,-59.26,"PF"
-64.15,-59.19,"PF"
-63.78,-59.13,"PF"
-63.45,-59.08,"PF"
-63.07,-59,"PF"
-62.67,-58.87,"PF"
-62.31,-58.77,"PF"
-61.93,-58.7,"PF"
-61.56,-58.64,"PF"
-61.26,-58.59,"PF"
-60.9,-58.53,"PF"
-60.69,-58.5,"PF"
-60.47,-58.43,"PF"
-60.25,-58.32,"PF"
-60.09,-58.23,"PF"
-60,-58.14,"PF"
-59.94,-58.13,"PF"
-59.83,-58.09,"PF"
-59.62,-58.03,"PF"
-59.49,-58.01,"PF"
-59.3,-57.97,"PF"
-59.19,-57.94,"PF"
-58.96,-57.89,"PF"
-58.76,-57.82,"PF"
-58.64,-57.75,"PF"
-58.47,-57.68,"PF"
-58.26,-57.62,"PF"
-58.07,-57.56,"PF"
-57.82,-57.47,"PF"
-57.71,-57.46,"PF"
-57.55,-57.44,"PF"
-57.51,-57.43,"PF"
-57.34,-57.46,"PF"
-56.99,-57.45,"PF"
-56.81,-57.42,"PF"
-56.58,-57.36,"PF"
-56.36,-57.28,"PF"
-56.18,-57.19,"PF"
-55.97,-57.08,"PF"
-55.74,-56.95,"PF"
-55.5,-56.84,"PF"
-55.38,-56.79,"PF"
-55.16,-56.75,"PF"
-54.94,-56.74,"PF"
-54.75,-56.72,"PF"
-54.61,-56.71,"PF"
-54.07,-56.64,"PF"
-53.72,-56.59,"PF"
-53.45,-56.52,"PF"
-53.21,-56.47,"PF"
-52.84,-56.47,"PF"
-52.29,-56.48,"PF"
-51.83,-56.49,"PF"
-51.27,-56.47,"PF"
-50.75,-56.45,"PF"
-50.4,-56.41,"PF"
-50.12,-56.36,"PF"
-49.88,-56.3,"PF"
-49.67,-56.26,"PF"
-49.52,-56.21,"PF"
-49.39,-56.06,"PF"
-49.38,-55.93,"PF"
-49.44,-55.83,"PF"
-49.55,-55.73,"PF"
-49.76,-55.61,"PF"
-49.91,-55.54,"PF"
-50.05,-55.48,"PF"
-50.21,-55.45,"PF"
-50.42,-55.4,"PF"
-50.48,-55.33,"PF"
-50.54,-55.21,"PF"
-50.55,-55.1,"PF"
-50.51,-55.01,"PF"
-50.43,-54.93,"PF"
-50.23,-54.8,"PF"
-49.99,-54.64,"PF"
-49.84,-54.51,"PF"
-49.64,-54.29,"PF"
-49.5,-54.07,"PF"
-49.39,-53.87,"PF"
-49.28,-53.59,"PF"
-49.24,-53.41,"PF"
-49.25,-53.22,"PF"
-49.25,-53.07,"PF"
-49.24,-52.93,"PF"
-49.29,-52.79,"PF"
-49.39,-52.67,"PF"
-49.59,-52.54,"PF"
-49.67,-52.43,"PF"
-49.62,-52.28,"PF"
-49.49,-52.16,"PF"
-49.4,-51.92,"PF"
-49.28,-51.62,"PF"
-49.19,-51.34,"PF"
-49.14,-51.21,"PF"
-49.08,-51.08,"PF"
-48.96,-50.86,"PF"
-48.91,-50.74,"PF"
-48.86,-50.67,"PF"
-48.66,-50.45,"PF"
-48.47,-50.27,"PF"
-48.39,-50.19,"PF"
-48.28,-50.05,"PF"
-48.11,-49.91,"PF"
-47.92,-49.84,"PF"
-47.74,-49.77,"PF"
-47.52,-49.71,"PF"
-47.29,-49.66,"PF"
-46.92,-49.63,"PF"
-46.52,-49.58,"PF"
-46.08,-49.54,"PF"
-45.54,-49.5,"PF"
-45.01,-49.49,"PF"
-44.55,-49.5,"PF"
-43.93,-49.48,"PF"
-43.48,-49.47,"PF"
-43.06,-49.45,"PF"
-42.62,-49.41,"PF"
-42.45,-49.41,"PF"
-42.26,-49.39,"PF"
-42.03,-49.38,"PF"
-41.79,-49.37,"PF"
-41.35,-49.37,"PF"
-40.98,-49.37,"PF"
-40.56,-49.34,"PF"
-40.26,-49.32,"PF"
-40.08,-49.31,"PF"
-39.86,-49.28,"PF"
-39.77,-49.27,"PF"
-39.5,-49.26,"PF"
-39.28,-49.26,"PF"
-39.04,-49.33,"PF"
-38.88,-49.5,"PF"
-38.81,-49.68,"PF"
-38.74,-49.85,"PF"
-38.61,-49.99,"PF"
-38.42,-50.09,"PF"
-38.1,-50.19,"PF"
-37.52,-50.29,"PF"
-37.04,-50.37,"PF"
-36.56,-50.45,"PF"
-36.23,-50.5,"PF"
-35.92,-50.52,"PF"
-35.66,-50.52,"PF"
-35.51,-50.51,"PF"
-35.27,-50.47,"PF"
-35,-50.4,"PF"
-34.76,-50.32,"PF"
-34.55,-50.2,"PF"
-34.34,-50.07,"PF"
-34.26,-50,"PF"
-34.16,-49.89,"PF"
-34.04,-49.73,"PF"
-33.93,-49.62,"PF"
-33.77,-49.53,"PF"
-33.6,-49.47,"PF"
-33.32,-49.44,"PF"
-33.04,-49.42,"PF"
-32.81,-49.4,"PF"
-32.5,-49.36,"PF"
-32.21,-49.33,"PF"
-31.89,-49.31,"PF"
-31.53,-49.3,"PF"
-31.2,-49.32,"PF"
-30.98,-49.34,"PF"
-30.74,-49.37,"PF"
-30.56,-49.41,"PF"
-30.43,-49.44,"PF"
-30.22,-49.47,"PF"
-29.96,-49.51,"PF"
-29.73,-49.56,"PF"
-29.44,-49.6,"PF"
-29.06,-49.7,"PF"
-28.68,-49.87,"PF"
-28.37,-50.06,"PF"
-28.06,-50.22,"PF"
-27.81,-50.35,"PF"
-27.65,-50.44,"PF"
-27.46,-50.59,"PF"
-27.26,-50.77,"PF"
-27.11,-50.86,"PF"
-26.85,-51,"PF"
-26.56,-51.11,"PF"
-26.35,-51.14,"PF"
-25.97,-51.13,"PF"
-25.64,-51.1,"PF"
-25.18,-51.08,"PF"
-24.8,-51.08,"PF"
-24.38,-51.07,"PF"
-24.11,-51.06,"PF"
-23.81,-51.05,"PF"
-23.54,-51.06,"PF"
-23.37,-51.07,"PF"
-23.04,-51.11,"PF"
-22.88,-51.13,"PF"
-22.63,-51.24,"PF"
-22.52,-51.38,"PF"
-22.49,-51.59,"PF"
-22.46,-51.82,"PF"
-22.42,-52.05,"PF"
-22.34,-52.24,"PF"
-22.22,-52.36,"PF"
-21.99,-52.5,"PF"
-21.72,-52.65,"PF"
-21.38,-52.73,"PF"
-20.84,-52.75,"PF"
-20.46,-52.72,"PF"
-20.09,-52.68,"PF"
-19.56,-52.6,"PF"
-18.99,-52.5,"PF"
-18.47,-52.38,"PF"
-17.88,-52.27,"PF"
-17.3,-52.12,"PF"
-16.87,-52.04,"PF"
-16.37,-52.02,"PF"
-15.9,-51.98,"PF"
-15.5,-51.92,"PF"
-14.98,-51.86,"PF"
-14.48,-51.84,"PF"
-13.96,-51.84,"PF"
-13.35,-51.81,"PF"
-12.86,-51.75,"PF"
-12.33,-51.63,"PF"
-11.81,-51.46,"PF"
-11.26,-51.26,"PF"
-10.71,-51.03,"PF"
-10.27,-50.81,"PF"
-9.81,-50.57,"PF"
-9.44,-50.37,"PF"
-9.01,-50.13,"PF"
-8.45,-49.75,"PF"
-8.1,-49.44,"PF"
-7.81,-49.24,"PF"
-7.65,-49.15,"PF"
-7.28,-48.95,"PF"
-7.03,-48.83,"PF"
-6.81,-48.74,"PF"
-6.42,-48.65,"PF"
-5.95,-48.58,"PF"
-5.57,-48.54,"PF"
-5.2,-48.52,"PF"
-4.67,-48.57,"PF"
-4.04,-48.69,"PF"
-3.48,-48.78,"PF"
-3.06,-48.84,"PF"
-2.65,-48.9,"PF"
-2.07,-49.01,"PF"
-1.44,-49.1,"PF"
-1.13,-49.16,"PF"
-0.8,-49.22,"PF"
-0.3,-49.3,"PF"
0.24,-49.35,"PF"
0.75,-49.38,"PF"
1.15,-49.41,"PF"
1.69,-49.46,"PF"
2.27,-49.58,"PF"
2.69,-49.69,"PF"
2.76,-49.72,"PF"
2.93,-49.79,"PF"
3.12,-49.87,"PF"
3.19,-49.92,"PF"
3.33,-49.94,"PF"
3.56,-49.98,"PF"
4.02,-50.03,"PF"
4.34,-50.06,"PF"
4.38,-50.06,"PF"
4.79,-50.09,"PF"
5.35,-50.1,"PF"
5.98,-50.09,"PF"
6.13,-50.09,"PF"
6.47,-50.05,"PF"
6.93,-50,"PF"
7.69,-49.93,"PF"
8.17,-49.91,"PF"
8.52,-49.88,"PF"
8.91,-49.85,"PF"
9.45,-49.82,"PF"
10.05,-49.82,"PF"
10.55,-49.82,"PF"
10.98,-49.8,"PF"
11.49,-49.79,"PF"
12.1,-49.8,"PF"
12.5,-49.82,"PF"
13.09,-49.86,"PF"
13.76,-49.9,"PF"
14.28,-49.91,"PF"
14.89,-49.91,"PF"
15.51,-49.9,"PF"
16.02,-49.9,"PF"
16.49,-49.85,"PF"
17.09,-49.81,"PF"
17.58,-49.77,"PF"
17.98,-49.76,"PF"
18.31,-49.74,"PF"
18.6,-49.73,"PF"
18.92,-49.7,"PF"
19.44,-49.66,"PF"
19.88,-49.61,"PF"
20.34,-49.54,"PF"
20.7,-49.46,"PF"
21.15,-49.38,"PF"
21.53,-49.35,"PF"
21.96,-49.33,"PF"
22.38,-49.33,"PF"
22.81,-49.33,"PF"
23.22,-49.31,"PF"
23.65,-49.29,"PF"
24.12,-49.27,"PF"
24.38,-49.27,"PF"
24.76,-49.27,"PF"
25.01,-49.27,"PF"
25.38,-49.26,"PF"
25.71,-49.26,"PF"
25.97,-49.29,"PF"
26,-49.29,"PF"
26.09,-49.3,"PF"
26.39,-49.28,"PF"
26.72,-49.24,"PF"
27.12,-49.17,"PF"
27.48,-49.1,"PF"
27.78,-49.03,"PF"
28.09,-48.96,"PF"
28.34,-48.92,"PF"
28.63,-48.86,"PF"
28.82,-48.82,"PF"
29.05,-48.76,"PF"
29.2,-48.73,"PF"
29.4,-48.68,"PF"
29.64,-48.64,"PF"
29.81,-48.6,"PF"
29.83,-48.59,"PF"
29.87,-48.58,"PF"
30,-48.46,"PF"
30,-48.46,"PF"
30.03,-48.45,"PF"
30.21,-48.44,"PF"
30.34,-48.43,"PF"
30.63,-48.42,"PF"
31.01,-48.43,"PF"
31.36,-48.44,"PF"
31.67,-48.43,"PF"
32.02,-48.4,"PF"
32.28,-48.38,"PF"
32.73,-48.4,"PF"
33.01,-48.41,"PF"
33.24,-48.42,"PF"
33.56,-48.48,"PF"
33.89,-48.56,"PF"
34.21,-48.65,"PF"
34.51,-48.78,"PF"
34.69,-48.91,"PF"
34.85,-49.12,"PF"
34.97,-49.33,"PF"
35.03,-49.47,"PF"
35.09,-49.59,"PF"
35.13,-49.77,"PF"
35.12,-50.03,"PF"
35.04,-50.28,"PF"
34.91,-50.46,"PF"
34.76,-50.61,"PF"
34.64,-50.74,"PF"
34.51,-50.84,"PF"
34.21,-51.03,"PF"
33.85,-51.18,"PF"
33.45,-51.29,"PF"
33.15,-51.37,"PF"
32.89,-51.42,"PF"
32.67,-51.44,"PF"
32.44,-51.46,"PF"
32.18,-51.48,"PF"
31.86,-51.53,"PF"
31.49,-51.57,"PF"
31.23,-51.59,"PF"
31.02,-51.62,"PF"
30.63,-51.74,"PF"
30.39,-51.91,"PF"
30.23,-52.06,"PF"
30.12,-52.25,"PF"
30.1,-52.46,"PF"
30.17,-52.73,"PF"
30.25,-52.84,"PF"
30.34,-52.92,"PF"
30.45,-53.02,"PF"
30.57,-53.1,"PF"
30.76,-53.18,"PF"
31.06,-53.21,"PF"
31.29,-53.22,"PF"
31.53,-53.22,"PF"
31.8,-53.22,"PF"
32.1,-53.18,"PF"
32.42,-53.14,"PF"
32.78,-53.08,"PF"
33.08,-53.04,"PF"
33.45,-53.02,"PF"
33.93,-52.99,"PF"
34.6,-52.92,"PF"
35.24,-52.83,"PF"
35.58,-52.77,"PF"
36.07,-52.7,"PF"
36.66,-52.6,"PF"
37.18,-52.49,"PF"
37.71,-52.37,"PF"
38.37,-52.25,"PF"
39.15,-52.1,"PF"
39.79,-51.95,"PF"
40.28,-51.81,"PF"
40.7,-51.69,"PF"
41.08,-51.6,"PF"
41.7,-51.52,"PF"
42.49,-51.46,"PF"
43.33,-51.44,"PF"
44.1,-51.46,"PF"
44.92,-51.55,"PF"
45.64,-51.63,"PF"
46.23,-51.7,"PF"
46.51,-51.75,"PF"
46.96,-51.84,"PF"
47.57,-52.02,"PF"
48.01,-52.18,"PF"
48.48,-52.33,"PF"
49.12,-52.51,"PF"
49.72,-52.69,"PF"
50.39,-52.83,"PF"
51.13,-52.9,"PF"
51.84,-52.99,"PF"
52.66,-53.11,"PF"
53.36,-53.19,"PF"
53.95,-53.24,"PF"
54.52,-53.19,"PF"
55.3,-53.01,"PF"
55.79,-52.83,"PF"
56.33,-52.55,"PF"
56.95,-52.25,"PF"
57.44,-51.97,"PF"
57.89,-51.68,"PF"
58.24,-51.41,"PF"
58.69,-51.08,"PF"
58.95,-50.9,"PF"
59.2,-50.69,"PF"
59.5,-50.49,"PF"
60,-50.16,"PF"
60.25,-49.9,"PF"
60.49,-49.63,"PF"
60.89,-49.35,"PF"
61.29,-49.07,"PF"
61.83,-48.67,"PF"
62.22,-48.43,"PF"
62.62,-48.22,"PF"
63.14,-48.08,"PF"
63.75,-48.01,"PF"
64.57,-47.98,"PF"
65.26,-47.95,"PF"
65.82,-47.94,"PF"
66.63,-47.92,"PF"
67.23,-47.91,"PF"
67.78,-47.86,"PF"
68.44,-47.73,"PF"
69.22,-47.58,"PF"
70.01,-47.51,"PF"
70.86,-47.5,"PF"
71.75,-47.53,"PF"
72.53,-47.6,"PF"
73.24,-47.7,"PF"
73.91,-47.91,"PF"
74.53,-48.13,"PF"
75.16,-48.33,"PF"
75.82,-48.53,"PF"
76.48,-48.75,"PF"
77.19,-49.01,"PF"
77.91,-49.28,"PF"
78.3,-49.44,"PF"
78.63,-49.57,"PF"
79.28,-49.88,"PF"
79.61,-50.05,"PF"
79.87,-50.19,"PF"
80.28,-50.33,"PF"
80.55,-50.41,"PF"
80.67,-50.47,"PF"
80.71,-50.48,"PF"
80.72,-50.5,"PF"
80.78,-50.52,"PF"
81.17,-50.6,"PF"
82.02,-50.85,"PF"
82.77,-51.11,"PF"
83.44,-51.28,"PF"
84.18,-51.45,"PF"
85.06,-51.67,"PF"
85.84,-51.81,"PF"
86.73,-51.87,"PF"
87.43,-51.92,"PF"
88.17,-51.93,"PF"
88.76,-51.89,"PF"
89.35,-51.81,"PF"
90.12,-51.78,"PF"
90.92,-51.72,"PF"
91.61,-51.62,"PF"
92.34,-51.5,"PF"
92.98,-51.43,"PF"
93.43,-51.35,"PF"
93.76,-51.27,"PF"
94.44,-51.19,"PF"
95.09,-51.19,"PF"
95.92,-51.27,"PF"
96.76,-51.46,"PF"
97.51,-51.79,"PF"
98.23,-52.18,"PF"
99.08,-52.53,"PF"
100.07,-52.73,"PF"
100.94,-52.78,"PF"
101.56,-52.79,"PF"
102.31,-52.79,"PF"
102.83,-52.8,"PF"
103.43,-52.79,"PF"
104.11,-52.79,"PF"
104.79,-52.74,"PF"
105.38,-52.67,"PF"
106,-52.59,"PF"
106.75,-52.46,"PF"
107.63,-52.32,"PF"
108.22,-52.23,"PF"
108.64,-52.15,"PF"
109.08,-52.09,"PF"
109.63,-52.05,"PF"
110.15,-52.05,"PF"
110.97,-52.1,"PF"
111.46,-52.13,"PF"
112.24,-52.2,"PF"
112.94,-52.24,"PF"
113.49,-52.25,"PF"
114.04,-52.31,"PF"
114.6,-52.46,"PF"
114.96,-52.61,"PF"
115,-52.64,"PF"
115.11,-52.7,"PF"
115.34,-52.85,"PF"
115.65,-53.01,"PF"
116.19,-53.27,"PF"
116.66,-53.4,"PF"
116.94,-53.45,"PF"
117.36,-53.54,"PF"
117.88,-53.58,"PF"
118.43,-53.58,"PF"
118.92,-53.56,"PF"
119.1,-53.56,"PF"
119.28,-53.58,"PF"
119.62,-53.63,"PF"
119.85,-53.65,"PF"
120,-53.66,"PF"
120,-53.66,"PF"
120.21,-53.68,"PF"
120.36,-53.73,"PF"
120.5,-53.76,"PF"
120.82,-53.84,"PF"
121.21,-53.96,"PF"
121.57,-54.12,"PF"
121.75,-54.23,"PF"
121.96,-54.42,"PF"
122.2,-54.64,"PF"
122.45,-54.83,"PF"
122.72,-54.99,"PF"
122.89,-55.1,"PF"
123.11,-55.25,"PF"
123.34,-55.34,"PF"
123.59,-55.42,"PF"
123.94,-55.44,"PF"
124.28,-55.45,"PF"
124.7,-55.49,"PF"
124.94,-55.49,"PF"
125.17,-55.51,"PF"
125.6,-55.55,"PF"
126.15,-55.58,"PF"
126.5,-55.58,"PF"
126.86,-55.6,"PF"
127.37,-55.63,"PF"
127.94,-55.67,"PF"
128.56,-55.73,"PF"
129.24,-55.77,"PF"
129.97,-55.83,"PF"
130.57,-55.91,"PF"
130.92,-56.01,"PF"
131.43,-56.14,"PF"
132,-56.23,"PF"
132.13,-56.24,"PF"
132.32,-56.27,"PF"
132.93,-56.29,"PF"
133.34,-56.27,"PF"
133.83,-56.21,"PF"
134.34,-56.13,"PF"
134.82,-56.07,"PF"
135.27,-56.02,"PF"
135.66,-56,"PF"
136.51,-55.93,"PF"
137.16,-55.84,"PF"
137.55,-55.78,"PF"
137.97,-55.72,"PF"
138.56,-55.68,"PF"
139.24,-55.68,"PF"
139.65,-55.69,"PF"
140.16,-55.69,"PF"
140.82,-55.69,"PF"
141.48,-55.74,"PF"
142.13,-55.87,"PF"
142.71,-55.98,"PF"
143.19,-56.09,"PF"
143.78,-56.23,"PF"
144.43,-56.36,"PF"
144.74,-56.41,"PF"
145.35,-56.42,"PF"
146.23,-56.41,"PF"
147.06,-56.35,"PF"
147.59,-56.29,"PF"
147.97,-56.25,"PF"
148.4,-56.22,"PF"
148.98,-56.22,"PF"
149.69,-56.31,"PF"
150.35,-56.38,"PF"
150.84,-56.39,"PF"
151.33,-56.39,"PF"
151.78,-56.41,"PF"
152.18,-56.41,"PF"
152.57,-56.43,"PF"
153.12,-56.5,"PF"
153.71,-56.6,"PF"
154.38,-56.76,"PF"
154.9,-56.92,"PF"
155.33,-57.05,"PF"
155.72,-57.18,"PF"
156.12,-57.34,"PF"
156.68,-57.6,"PF"
157.18,-57.86,"PF"
157.48,-58.05,"PF"
157.78,-58.22,"PF"
158,-58.36,"PF"
158.17,-58.45,"PF"
158.46,-58.58,"PF"
158.71,-58.69,"PF"
158.96,-58.81,"PF"
159.34,-58.99,"PF"
159.72,-59.16,"PF"
160.16,-59.32,"PF"
160.51,-59.47,"PF"
160.82,-59.62,"PF"
161.14,-59.81,"PF"
161.37,-59.94,"PF"
161.58,-60.05,"PF"
161.88,-60.15,"PF"
162.3,-60.23,"PF"
162.79,-60.21,"PF"
163.19,-60.15,"PF"
163.59,-60.1,"PF"
164.01,-60.08,"PF"
164.49,-60.11,"PF"
165.04,-60.17,"PF"
165.43,-60.21,"PF"
165.83,-60.28,"PF"
166.19,-60.36,"PF"
166.61,-60.53,"PF"
167.05,-60.71,"PF"
167.12,-60.73,"PF"
167.12,-60.74,"PF"
167.14,-60.76,"PF"
167.28,-60.81,"PF"
167.73,-60.96,"PF"
168.2,-61.16,"PF"
168.48,-61.28,"PF"
168.87,-61.42,"PF"
169.35,-61.54,"PF"
169.8,-61.63,"PF"
170.48,-61.75,"PF"
171.3,-61.9,"PF"
171.92,-62,"PF"
172.61,-62.08,"PF"
173.3,-62.17,"PF"
173.96,-62.26,"PF"
174.64,-62.34,"PF"
175.29,-62.41,"PF"
175.85,-62.45,"PF"
176.38,-62.49,"PF"
176.8,-62.48,"PF"
177.15,-62.44,"PF"
177.47,-62.4,"PF"
177.9,-62.31,"PF"
178.45,-62.16,"PF"
179.16,-61.95,"PF"
-179.65,-64.51,"SACCF"
-179.33,-64.56,"SACCF"
-179.32,-64.56,"SACCF"
-179.22,-64.6,"SACCF"
-178.66,-64.69,"SACCF"
-177.82,-64.8,"SACCF"
-177.06,-64.87,"SACCF"
-176.19,-64.95,"SACCF"
-175.37,-65.02,"SACCF"
-174.72,-65.08,"SACCF"
-174.12,-65.11,"SACCF"
-173.54,-65.09,"SACCF"
-172.79,-64.96,"SACCF"
-171.99,-64.79,"SACCF"
-171.23,-64.63,"SACCF"
-170.38,-64.4,"SACCF"
-169.59,-64.16,"SACCF"
-168.62,-63.94,"SACCF"
-167.69,-63.76,"SACCF"
-166.73,-63.58,"SACCF"
-165.68,-63.39,"SACCF"
-164.83,-63.23,"SACCF"
-164.05,-63.08,"SACCF"
-163.36,-63,"SACCF"
-162.68,-62.89,"SACCF"
-161.98,-62.77,"SACCF"
-161.24,-62.68,"SACCF"
-160.35,-62.56,"SACCF"
-159.56,-62.45,"SACCF"
-158.73,-62.29,"SACCF"
-158.13,-62.13,"SACCF"
-157.66,-62,"SACCF"
-156.94,-61.84,"SACCF"
-156.12,-61.63,"SACCF"
-155.36,-61.4,"SACCF"
-154.52,-61.11,"SACCF"
-153.98,-60.92,"SACCF"
-153.32,-60.67,"SACCF"
-152.68,-60.46,"SACCF"
-152.01,-60.23,"SACCF"
-151.32,-59.99,"SACCF"
-150.91,-59.85,"SACCF"
-150.64,-59.74,"SACCF"
-150.32,-59.63,"SACCF"
-150,-59.45,"SACCF"
-150,-59.45,"SACCF"
-149.93,-59.35,"SACCF"
-149.85,-59.3,"SACCF"
-149.73,-59.21,"SACCF"
-149.57,-59.07,"SACCF"
-149.33,-58.88,"SACCF"
-149.16,-58.77,"SACCF"
-148.94,-58.66,"SACCF"
-148.62,-58.54,"SACCF"
-148.25,-58.42,"SACCF"
-147.91,-58.32,"SACCF"
-147.53,-58.26,"SACCF"
-147.05,-58.26,"SACCF"
-146.51,-58.26,"SACCF"
-145.95,-58.27,"SACCF"
-145.37,-58.29,"SACCF"
-144.79,-58.33,"SACCF"
-144.29,-58.38,"SACCF"
-143.86,-58.49,"SACCF"
-143.49,-58.62,"SACCF"
-143.12,-58.81,"SACCF"
-142.67,-59.08,"SACCF"
-142.33,-59.3,"SACCF"
-142.06,-59.5,"SACCF"
-141.83,-59.71,"SACCF"
-141.58,-59.89,"SACCF"
-141.33,-60.03,"SACCF"
-141.06,-60.17,"SACCF"
-140.75,-60.31,"SACCF"
-140.4,-60.48,"SACCF"
-140.12,-60.55,"SACCF"
-139.7,-60.55,"SACCF"
-139.3,-60.51,"SACCF"
-138.96,-60.39,"SACCF"
-138.58,-60.21,"SACCF"
-138.21,-60.01,"SACCF"
-137.79,-59.8,"SACCF"
-137.37,-59.63,"SACCF"
-136.84,-59.49,"SACCF"
-136.39,-59.46,"SACCF"
-135.96,-59.57,"SACCF"
-135.52,-59.71,"SACCF"
-134.97,-59.89,"SACCF"
-134.49,-60.1,"SACCF"
-134.12,-60.27,"SACCF"
-133.81,-60.39,"SACCF"
-133.39,-60.53,"SACCF"
-133.04,-60.66,"SACCF"
-132.82,-60.75,"SACCF"
-132.57,-60.84,"SACCF"
-132.27,-60.95,"SACCF"
-131.97,-61.12,"SACCF"
-131.56,-61.3,"SACCF"
-131.17,-61.4,"SACCF"
-130.69,-61.47,"SACCF"
-130.3,-61.57,"SACCF"
-129.92,-61.7,"SACCF"
-129.52,-61.83,"SACCF"
-129,-61.97,"SACCF"
-128.65,-62.12,"SACCF"
-128.42,-62.29,"SACCF"
-128.21,-62.59,"SACCF"
-128.03,-62.92,"SACCF"
-127.92,-63.21,"SACCF"
-127.86,-63.44,"SACCF"
