group_id,ship,n_segments,n_tows_merged,best_k,component,period_start,period_end,folder,year,topic_label,dominant_species,topic_idx
0,AA,26,1,2,component_1,1991-01-12,1991-01-12,group_0000_AA,1991,G0_component_1,Euphausia superba,0
0,AA,26,1,2,component_2,1991-01-12,1991-01-12,group_0000_AA,1991,G0_component_2,Thysanoessa macrura,1
1,AA,11,2,2,component_1,1991-03-06,1991-03-06,group_0001_AA,1991,G1_component_1,Calanus propinquus,2
1,AA,11,2,2,component_2,1991-03-06,1991-03-06,group_0001_AA,1991,G1_component_2,Oithona similis,3
2,AA,175,6,2,component_1,1991-03-09,1991-03-13,group_0002_AA,1991,G2_component_1,Calanus propinquus,4
2,AA,175,6,2,component_2,1991-03-09,1991-03-13,group_0002_AA,1991,G2_component_2,Calanoida indet (small),5
3,AA,91,1,4,component_1,1993-01-13,1993-01-14,group_0003_AA,1993,G3_component_1,Thysanoessa macrura,6
3,AA,91,1,4,component_2,1993-01-13,1993-01-14,group_0003_AA,1993,G3_component_2,Euphausia superba,7
3,AA,91,1,4,component_3,1993-01-13,1993-01-14,group_0003_AA,1993,G3_component_3,Thysanoessa macrura furcilia,8
3,AA,91,1,4,component_4,1993-01-13,1993-01-14,group_0003_AA,1993,G3_component_4,Clio pyramidata,9
4,AA,17,1,3,component_1,1993-02-27,1993-02-27,group_0004_AA,1993,G4_component_1,Thysanoessa macrura furcilia,10
4,AA,17,1,3,component_2,1993-02-27,1993-02-27,group_0004_AA,1993,G4_component_2,Euphausia superba,11
4,AA,17,1,3,component_3,1993-02-27,1993-02-27,group_0004_AA,1993,G4_component_3,Calanoida indet (small),12
5,AA,94,1,2,component_1,1994-02-05,1994-02-07,group_0005_AA,1994,G5_component_1,Limacina sp.,13
5,AA,94,1,2,component_2,1994-02-05,1994-02-07,group_0005_AA,1994,G5_component_2,Calanoides acutus,14
6,AA,82,1,2,component_1,1997-11-03,1997-11-04,group_0006_AA,1997,G6_component_1,Oithona similis,15
6,AA,82,1,2,component_2,1997-11-03,1997-11-04,group_0006_AA,1997,G6_component_2,Calanoida indet (small),16
7,AA,183,2,2,component_1,1997-12-02,1997-12-04,group_0007_AA,1997,G7_component_1,Oithona similis,17
7,AA,183,2,2,component_2,1997-12-02,1997-12-04,group_0007_AA,1997,G7_component_2,Foraminifera indet,18
8,AA,160,2,2,component_1,1998-01-11,1998-01-14,group_0008_AA,1998,G8_component_1,Oithona similis,19
8,AA,160,2,2,component_2,1998-01-11,1998-01-14,group_0008_AA,1998,G8_component_2,Oithona similis,20
9,AA,461,6,2,component_1,1998-01-29,1998-02-06,group_0009_AA,1998,G9_component_1,Oithona similis,21
9,AA,461,6,2,component_2,1998-01-29,1998-02-06,group_0009_AA,1998,G9_component_2,Calanoida indet (small),22
10,AA,105,3,2,component_1,1998-02-15,1998-02-18,group_0010_AA,1998,G10_component_1,Oithona similis,23
10,AA,105,3,2,component_2,1998-02-15,1998-02-18,group_0010_AA,1998,G10_component_2,Calanoida indet (small),24
11,AA,134,2,2,component_1,1998-02-19,1998-02-21,group_0011_AA,1998,G11_component_1,Limacina sp.,25
11,AA,134,2,2,component_2,1998-02-19,1998-02-21,group_0011_AA,1998,G11_component_2,Oithona similis,26
12,AA,132,2,2,component_1,1998-11-02,1998-11-05,group_0012_AA,1998,G12_component_1,Foraminifera indet,27
12,AA,132,2,2,component_2,1998-11-02,1998-11-05,group_0012_AA,1998,G12_component_2,Oithona similis,28
13,AA,88,1,2,component_1,1999-03-14,1999-03-16,group_0013_AA,1999,G13_component_1,Calanoida indet (small),29
13,AA,88,1,2,component_2,1999-03-14,1999-03-16,group_0013_AA,1999,G13_component_2,Oithona similis,30
14,AA,89,1,2,component_1,1999-03-18,1999-03-20,group_0014_AA,1999,G14_component_1,Oithona similis,31
14,AA,89,1,2,component_2,1999-03-18,1999-03-20,group_0014_AA,1999,G14_component_2,Calanoida indet (small),32
15,AA,18,1,3,component_1,1999-11-12,1999-11-12,group_0015_AA,1999,G15_component_1,Oithona similis,33
15,AA,18,1,3,component_2,1999-11-12,1999-11-12,group_0015_AA,1999,G15_component_2,Oithona similis,34
15,AA,18,1,3,component_3,1999-11-12,1999-11-12,group_0015_AA,1999,G15_component_3,Calanoida indet (small),35
16,AA,86,2,2,component_1,1999-12-01,1999-12-02,group_0016_AA,1999,G16_component_1,Oithona similis,36
16,AA,86,2,2,component_2,1999-12-01,1999-12-02,group_0016_AA,1999,G16_component_2,Calanoida indet (small),37
17,AA,177,3,5,component_1,2000-01-13,2000-01-15,group_0017_AA,2000,G17_component_1,Oithona similis,38
17,AA,177,3,5,component_2,2000-01-13,2000-01-15,group_0017_AA,2000,G17_component_2,Calanoida indet (small),39
17,AA,177,3,5,component_3,2000-01-13,2000-01-15,group_0017_AA,2000,G17_component_3,Foraminifera indet,40
17,AA,177,3,5,component_4,2000-01-13,2000-01-15,group_0017_AA,2000,G17_component_4,Calanoida indet (small),41
17,AA,177,3,5,component_5,2000-01-13,2000-01-15,group_0017_AA,2000,G17_component_5,Oithona similis,42
18,AA,236,3,3,component_1,2000-01-25,2000-01-31,group_0018_AA,2000,G18_component_1,Calanoida indet (small),43
18,AA,236,3,3,component_2,2000-01-25,2000-01-31,group_0018_AA,2000,G18_component_2,Oithona similis,44
18,AA,236,3,3,component_3,2000-01-25,2000-01-31,group_0018_AA,2000,G18_component_3,Calanoida indet (small),45
19,AA,250,3,3,component_1,2000-02-08,2000-02-11,group_0019_AA,2000,G19_component_1,Calanoida indet (small),46
19,AA,250,3,3,component_2,2000-02-08,2000-02-11,group_0019_AA,2000,G19_component_2,Oithona similis,47
19,AA,250,3,3,component_3,2000-02-08,2000-02-11,group_0019_AA,2000,G19_component_3,Fritillaria sp.,48
20,AA,183,2,3,component_1,2000-02-23,2000-02-26,group_0020_AA,2000,G20_component_1,Oithona similis,49
20,AA,183,2,3,component_2,2000-02-23,2000-02-26,group_0020_AA,2000,G20_component_2,Calanoida indet (small),50
20,AA,183,2,3,component_3,2000-02-23,2000-02-26,group_0020_AA,2000,G20_component_3,Thysanoessa macrura furcilia,51
21,AA,90,1,2,component_1,2000-03-17,2000-03-19,group_0021_AA,2000,G21_component_1,Calanoida indet (small),52
21,AA,90,1,2,component_2,2000-03-17,2000-03-19,group_0021_AA,2000,G21_component_2,Oithona similis,53
22,AA,55,1,2,component_1,2000-11-08,2000-11-09,group_0022_AA,2000,G22_component_1,Oithona similis,54
22,AA,55,1,2,component_2,2000-11-08,2000-11-09,group_0022_AA,2000,G22_component_2,Fritillaria sp.,55
23,AA,85,1,2,component_1,2000-12-01,2000-12-02,group_0023_AA,2000,G23_component_1,Oithona similis,56
23,AA,85,1,2,component_2,2000-12-01,2000-12-02,group_0023_AA,2000,G23_component_2,Oithona similis,57
24,AA,249,4,2,component_1,2000-12-20,2000-12-25,group_0024_AA,2000,G24_component_1,Oithona similis,58
24,AA,249,4,2,component_2,2000-12-20,2000-12-25,group_0024_AA,2000,G24_component_2,Calanoida indet (small),59
25,AA,20,1,2,component_1,2001-01-03,2001-01-03,group_0025_AA,2001,G25_component_1,Calanoida indet (small),60
25,AA,20,1,2,component_2,2001-01-03,2001-01-03,group_0025_AA,2001,G25_component_2,Oikopleura sp.,61
26,AA,361,8,2,component_1,2001-01-05,2001-01-12,group_0026_AA,2001,G26_component_1,Oithona similis,62
26,AA,361,8,2,component_2,2001-01-05,2001-01-12,group_0026_AA,2001,G26_component_2,Calanoida indet (small),63
27,AA,347,4,2,component_1,2001-03-02,2001-03-07,group_0027_AA,2001,G27_component_1,Calanoida indet (small),64
27,AA,347,4,2,component_2,2001-03-02,2001-03-07,group_0027_AA,2001,G27_component_2,Oithona similis,65
28,AA,259,3,2,component_1,2001-03-14,2001-03-18,group_0028_AA,2001,G28_component_1,Calanoida indet (small),66
28,AA,259,3,2,component_2,2001-03-14,2001-03-18,group_0028_AA,2001,G28_component_2,Calanus simillimus,67
29,AA,81,1,4,component_1,2001-03-23,2001-03-24,group_0029_AA,2001,G29_component_1,Calanoida indet (small),68
29,AA,81,1,4,component_2,2001-03-23,2001-03-24,group_0029_AA,2001,G29_component_2,Oithona similis,69
29,AA,81,1,4,component_3,2001-03-23,2001-03-24,group_0029_AA,2001,G29_component_3,Calanoida indet (small),70
29,AA,81,1,4,component_4,2001-03-23,2001-03-24,group_0029_AA,2001,G29_component_4,Oithona similis,71
30,AA,129,6,2,component_1,2001-12-07,2001-12-11,group_0030_AA,2001,G30_component_1,Foraminifera indet,72
30,AA,129,6,2,component_2,2001-12-07,2001-12-11,group_0030_AA,2001,G30_component_2,Oithona similis,73
31,AA,7,1,2,component_1,2001-12-17,2001-12-17,group_0031_AA,2001,G31_component_1,Calanoida indet (small),74
31,AA,7,1,2,component_2,2001-12-17,2001-12-17,group_0031_AA,2001,G31_component_2,Oithona similis,75
32,AA,7,1,2,component_1,2001-12-19,2001-12-19,group_0032_AA,2001,G32_component_1,Calanoida indet (small),76
32,AA,7,1,2,component_2,2001-12-19,2001-12-19,group_0032_AA,2001,G32_component_2,Foraminifera indet,77
33,AA,365,4,2,component_1,2002-01-15,2002-01-19,group_0033_AA,2002,G33_component_1,Calanoida indet (small),78
33,AA,365,4,2,component_2,2002-01-15,2002-01-19,group_0033_AA,2002,G33_component_2,Oithona similis,79
34,AA,366,4,2,component_1,2002-01-28,2002-02-05,group_0034_AA,2002,G34_component_1,Calanoida indet (small),80
34,AA,366,4,2,component_2,2002-01-28,2002-02-05,group_0034_AA,2002,G34_component_2,Calanus simillimus,81
35,AA,323,8,2,component_1,2002-02-27,2002-03-06,group_0035_AA,2002,G35_component_1,Calanoida indet (small),82
35,AA,323,8,2,component_2,2002-02-27,2002-03-06,group_0035_AA,2002,G35_component_2,Calanus simillimus,83
36,AA,6,1,2,component_1,2002-11-10,2002-11-10,group_0036_AA,2002,G36_component_1,Foraminifera indet,84
36,AA,6,1,2,component_2,2002-11-10,2002-11-10,group_0036_AA,2002,G36_component_2,Oithona similis,85
37,AA,99,1,2,component_1,2002-11-12,2002-11-14,group_0037_AA,2002,G37_component_1,Oithona similis,86
37,AA,99,1,2,component_2,2002-11-12,2002-11-14,group_0037_AA,2002,G37_component_2,Calanoida indet (small),87
38,AA,363,4,2,component_1,2002-11-24,2002-12-02,group_0038_AA,2002,G38_component_1,Oithona similis,88
38,AA,363,4,2,component_2,2002-11-24,2002-12-02,group_0038_AA,2002,G38_component_2,Calanoida indet (small),89
39,AA,453,5,3,component_1,2002-12-17,2002-12-23,group_0039_AA,2002,G39_component_1,Oithona similis,90
39,AA,453,5,3,component_2,2002-12-17,2002-12-23,group_0039_AA,2002,G39_component_2,Ctenocalanus citer,91
39,AA,453,5,3,component_3,2002-12-17,2002-12-23,group_0039_AA,2002,G39_component_3,Calanoida indet (small),92
40,AA,411,6,2,component_1,2003-01-05,2003-01-13,group_0040_AA,2003,G40_component_1,Oithona similis,93
40,AA,411,6,2,component_2,2003-01-05,2003-01-13,group_0040_AA,2003,G40_component_2,Calanoida indet (small),94
41,AA,128,2,2,component_1,2003-03-06,2003-03-08,group_0041_AA,2003,G41_component_1,Oithona similis,95
41,AA,128,2,2,component_2,2003-03-06,2003-03-08,group_0041_AA,2003,G41_component_2,Ctenocalanus citer,96
42,AA,301,4,2,component_1,2003-03-09,2003-03-14,group_0042_AA,2003,G42_component_1,Ctenocalanus citer,97
42,AA,301,4,2,component_2,2003-03-09,2003-03-14,group_0042_AA,2003,G42_component_2,Limacina sp.,98
43,AA,289,4,2,component_1,2003-11-06,2003-11-12,group_0043_AA,2003,G43_component_1,Oithona similis,99
43,AA,289,4,2,component_2,2003-11-06,2003-11-12,group_0043_AA,2003,G43_component_2,Calanoida indet (small),100
44,AA,210,3,2,component_1,2003-11-26,2003-11-29,group_0044_AA,2003,G44_component_1,Oithona similis,101
44,AA,210,3,2,component_2,2003-11-26,2003-11-29,group_0044_AA,2003,G44_component_2,Limacina sp.,102
45,AA,127,4,2,component_1,2003-12-14,2003-12-17,group_0045_AA,2003,G45_component_1,Calanoida indet (small),103
45,AA,127,4,2,component_2,2003-12-14,2003-12-17,group_0045_AA,2003,G45_component_2,Limacina sp.,104
46,AA,105,2,2,component_1,2004-01-28,2004-01-30,group_0046_AA,2004,G46_component_1,Calanoida indet (small),105
46,AA,105,2,2,component_2,2004-01-28,2004-01-30,group_0046_AA,2004,G46_component_2,Oithona similis,106
47,AA,445,6,3,component_1,2004-02-04,2004-02-11,group_0047_AA,2004,G47_component_1,Calanoida indet (small),107
47,AA,445,6,3,component_2,2004-02-04,2004-02-11,group_0047_AA,2004,G47_component_2,Calanus simillimus,108
47,AA,445,6,3,component_3,2004-02-04,2004-02-11,group_0047_AA,2004,G47_component_3,Oithona similis,109
48,AA,266,3,2,component_1,2004-02-20,2004-02-25,group_0048_AA,2004,G48_component_1,Oithona similis,110
48,AA,266,3,2,component_2,2004-02-20,2004-02-25,group_0048_AA,2004,G48_component_2,Calanoida indet (small),111
49,AA,133,2,2,component_1,2004-02-28,2004-03-01,group_0049_AA,2004,G49_component_1,Oithona similis,112
49,AA,133,2,2,component_2,2004-02-28,2004-03-01,group_0049_AA,2004,G49_component_2,Calanoida indet (small),113
50,AA,33,1,2,component_1,2004-03-03,2004-03-03,group_0050_AA,2004,G50_component_1,Calanus simillimus,114
50,AA,33,1,2,component_2,2004-03-03,2004-03-03,group_0050_AA,2004,G50_component_2,Calanoida indet (small),115
51,AA,170,2,2,component_1,2004-11-07,2004-11-10,group_0051_AA,2004,G51_component_1,Oithona similis,116
51,AA,170,2,2,component_2,2004-11-07,2004-11-10,group_0051_AA,2004,G51_component_2,Calanoida indet (small),117
52,AA,236,3,2,component_1,2004-12-11,2004-12-14,group_0052_AA,2004,G52_component_1,Calanoida indet (small),118
52,AA,236,3,2,component_2,2004-12-11,2004-12-14,group_0052_AA,2004,G52_component_2,Copepoda nauplius indet,119
53,AA,173,2,2,component_1,2005-02-23,2005-02-26,group_0053_AA,2005,G53_component_1,Calanoida indet (small),120
53,AA,173,2,2,component_2,2005-02-23,2005-02-26,group_0053_AA,2005,G53_component_2,Foraminifera indet,121
54,AA,70,1,2,component_1,2005-02-28,2005-03-01,group_0054_AA,2005,G54_component_1,Calanoida indet (small),122
54,AA,70,1,2,component_2,2005-02-28,2005-03-01,group_0054_AA,2005,G54_component_2,Oithona similis,123
55,AA,84,1,2,component_1,2005-03-19,2005-03-20,group_0055_AA,2005,G55_component_1,Calanoida indet (small),124
55,AA,84,1,2,component_2,2005-03-19,2005-03-20,group_0055_AA,2005,G55_component_2,Oithona similis,125
56,AA,89,1,2,component_1,2005-03-22,2005-03-23,group_0056_AA,2005,G56_component_1,Calanoida indet (small),126
56,AA,89,1,2,component_2,2005-03-22,2005-03-23,group_0056_AA,2005,G56_component_2,Calanus simillimus,127
57,AA,318,4,2,component_1,2005-11-17,2005-11-21,group_0057_AA,2005,G57_component_1,Oithona similis,128
57,AA,318,4,2,component_2,2005-11-17,2005-11-21,group_0057_AA,2005,G57_component_2,Foraminifera indet,129
58,AA,81,1,2,component_1,2005-12-04,2005-12-05,group_0058_AA,2005,G58_component_1,Oithona similis,130
58,AA,81,1,2,component_2,2005-12-04,2005-12-05,group_0058_AA,2005,G58_component_2,Neocalanus tonsus,131
59,AA,175,2,2,component_1,2005-12-07,2005-12-09,group_0059_AA,2005,G59_component_1,Oithona similis,132
59,AA,175,2,2,component_2,2005-12-07,2005-12-09,group_0059_AA,2005,G59_component_2,Foraminifera indet,133
60,AA,251,3,2,component_1,2005-12-20,2005-12-23,group_0060_AA,2005,G60_component_1,Oithona similis,134
60,AA,251,3,2,component_2,2005-12-20,2005-12-23,group_0060_AA,2005,G60_component_2,Calanoida indet (small),135
61,AA,242,4,2,component_1,2006-01-06,2006-01-10,group_0061_AA,2006,G61_component_1,Oithona similis,136
61,AA,242,4,2,component_2,2006-01-06,2006-01-10,group_0061_AA,2006,G61_component_2,Calanus simillimus,137
62,AA,358,5,2,component_1,2006-03-04,2006-03-09,group_0062_AA,2006,G62_component_1,Limacina sp.,138
62,AA,358,5,2,component_2,2006-03-04,2006-03-09,group_0062_AA,2006,G62_component_2,Calanus simillimus,139
63,AA,166,3,2,component_1,2006-03-18,2006-03-21,group_0063_AA,2006,G63_component_1,Calanoida indet (small),140
63,AA,166,3,2,component_2,2006-03-18,2006-03-21,group_0063_AA,2006,G63_component_2,Foraminifera indet,141
64,AA,83,1,2,component_1,2006-03-30,2006-03-31,group_0064_AA,2006,G64_component_1,Foraminifera indet,142
64,AA,83,1,2,component_2,2006-03-30,2006-03-31,group_0064_AA,2006,G64_component_2,Calanoida indet (small),143
65,AA,275,4,2,component_1,2006-11-24,2006-11-28,group_0065_AA,2006,G65_component_1,Oithona similis,144
65,AA,275,4,2,component_2,2006-11-24,2006-11-28,group_0065_AA,2006,G65_component_2,Foraminifera indet,145
66,AA,171,2,2,component_1,2007-01-07,2007-01-10,group_0066_AA,2007,G66_component_1,Calanoida indet (small),146
66,AA,171,2,2,component_2,2007-01-07,2007-01-10,group_0066_AA,2007,G66_component_2,Oithona similis,147
67,AA,21,1,2,component_1,2007-02-25,2007-02-25,group_0067_AA,2007,G67_component_1,Thysanoessa macrura F6,148
67,AA,21,1,2,component_2,2007-02-25,2007-02-25,group_0067_AA,2007,G67_component_2,Limacina sp.,149
68,AA,328,5,2,component_1,2007-02-26,2007-03-05,group_0068_AA,2007,G68_component_1,Calanus simillimus,150
68,AA,328,5,2,component_2,2007-02-26,2007-03-05,group_0068_AA,2007,G68_component_2,Calanoida indet (small),151
69,AA,244,3,2,component_1,2007-03-26,2007-03-30,group_0069_AA,2007,G69_component_1,Calanoida indet (small),152
69,AA,244,3,2,component_2,2007-03-26,2007-03-30,group_0069_AA,2007,G69_component_2,Calanus simillimus,153
70,AA,358,4,2,component_1,2007-11-25,2007-11-30,group_0070_AA,2007,G70_component_1,Calanoida indet (small),154
70,AA,358,4,2,component_2,2007-11-25,2007-11-30,group_0070_AA,2007,G70_component_2,Oithona similis,155
71,AA,210,3,2,component_1,2007-12-17,2007-12-21,group_0071_AA,2007,G71_component_1,Calanoida indet (small),156
71,AA,210,3,2,component_2,2007-12-17,2007-12-21,group_0071_AA,2007,G71_component_2,Oithona similis,157
72,AA,166,2,2,component_1,2008-01-21,2008-01-24,group_0072_AA,2008,G72_component_1,Calanoida indet (small),158
72,AA,166,2,2,component_2,2008-01-21,2008-01-24,group_0072_AA,2008,G72_component_2,Calanus simillimus,159
73,AA,253,3,2,component_1,2008-02-02,2008-02-07,group_0073_AA,2008,G73_component_1,Oithona similis,160
73,AA,253,3,2,component_2,2008-02-02,2008-02-07,group_0073_AA,2008,G73_component_2,Calanus simillimus,161
74,AA,254,3,2,component_1,2008-03-10,2008-03-14,group_0074_AA,2008,G74_component_1,Calanoida indet (small),162
74,AA,254,3,2,component_2,2008-03-10,2008-03-14,group_0074_AA,2008,G74_component_2,Oithona similis,163
75,AA,254,6,2,component_1,2008-03-22,2008-03-27,group_0075_AA,2008,G75_component_1,Calanoida indet (small),164
75,AA,254,6,2,component_2,2008-03-22,2008-03-27,group_0075_AA,2008,G75_component_2,Oithona similis,165
76,AA,209,3,3,component_1,2008-11-25,2008-11-28,group_0076_AA,2008,G76_component_1,Calanoida indet (small),166
76,AA,209,3,3,component_2,2008-11-25,2008-11-28,group_0076_AA,2008,G76_component_2,Oithona similis,167
76,AA,209,3,3,component_3,2008-11-25,2008-11-28,group_0076_AA,2008,G76_component_3,Neocalanus tonsus,168
77,AA,470,9,2,component_1,2009-01-03,2009-01-11,group_0077_AA,2009,G77_component_1,Calanoida indet (small),169
77,AA,470,9,2,component_2,2009-01-03,2009-01-11,group_0077_AA,2009,G77_component_2,Calanus simillimus,170
78,AA,200,4,2,component_1,2009-02-15,2009-02-18,group_0078_AA,2009,G78_component_1,Calanoida indet (small),171
78,AA,200,4,2,component_2,2009-02-15,2009-02-18,group_0078_AA,2009,G78_component_2,Neocalanus tonsus,172
79,AA,175,3,2,component_1,2009-02-25,2009-03-01,group_0079_AA,2009,G79_component_1,Calanoida indet (small),173
79,AA,175,3,2,component_2,2009-02-25,2009-03-01,group_0079_AA,2009,G79_component_2,Oithona similis,174
80,AA,186,3,2,component_1,2009-03-03,2009-03-07,group_0080_AA,2009,G80_component_1,Oithona similis,175
80,AA,186,3,2,component_2,2009-03-03,2009-03-07,group_0080_AA,2009,G80_component_2,Calanoida indet (small),176
81,AA,293,4,2,component_1,2009-11-01,2009-11-07,group_0081_AA,2009,G81_component_1,Oithona similis,177
81,AA,293,4,2,component_2,2009-11-01,2009-11-07,group_0081_AA,2009,G81_component_2,Calanoida indet (small),178
82,AA,216,4,2,component_1,2009-12-09,2009-12-13,group_0082_AA,2009,G82_component_1,Foraminifera indet,179
82,AA,216,4,2,component_2,2009-12-09,2009-12-13,group_0082_AA,2009,G82_component_2,Oithona similis,180
83,AA,363,6,2,component_1,2010-01-26,2010-02-03,group_0083_AA,2010,G83_component_1,Calanoida indet (small),181
83,AA,363,6,2,component_2,2010-01-26,2010-02-03,group_0083_AA,2010,G83_component_2,Oithona similis,182
84,AA,487,6,2,component_1,2010-02-17,2010-02-26,group_0084_AA,2010,G84_component_1,Calanoida indet (small),183
84,AA,487,6,2,component_2,2010-02-17,2010-02-26,group_0084_AA,2010,G84_component_2,Oithona similis,184
85,AA,355,4,2,component_1,2010-03-22,2010-03-27,group_0085_AA,2010,G85_component_1,Oithona similis,185
85,AA,355,4,2,component_2,2010-03-22,2010-03-27,group_0085_AA,2010,G85_component_2,Calanoida indet (small),186
86,AA,339,4,2,component_1,2010-12-10,2010-12-16,group_0086_AA,2010,G86_component_1,Calanoida indet (small),187
86,AA,339,4,2,component_2,2010-12-10,2010-12-16,group_0086_AA,2010,G86_component_2,Oithona similis,188
87,AA,70,1,2,component_1,2011-02-01,2011-02-02,group_0087_AA,2011,G87_component_1,Oithona similis,189
87,AA,70,1,2,component_2,2011-02-01,2011-02-02,group_0087_AA,2011,G87_component_2,Calanoida indet (small),190
88,AA,63,1,3,component_1,2011-02-04,2011-02-05,group_0088_AA,2011,G88_component_1,Clausocalanus brevipes,191
88,AA,63,1,3,component_2,2011-02-04,2011-02-05,group_0088_AA,2011,G88_component_2,Neocalanus tonsus,192
88,AA,63,1,3,component_3,2011-02-04,2011-02-05,group_0088_AA,2011,G88_component_3,Oithona similis,193
89,AA,502,7,2,component_1,2011-02-08,2011-02-18,group_0089_AA,2011,G89_component_1,Calanoida indet (small),194
89,AA,502,7,2,component_2,2011-02-08,2011-02-18,group_0089_AA,2011,G89_component_2,Calanus simillimus,195
90,AA,464,6,2,component_1,2011-03-19,2011-03-28,group_0090_AA,2011,G90_component_1,Calanoida indet (small),196
90,AA,464,6,2,component_2,2011-03-19,2011-03-28,group_0090_AA,2011,G90_component_2,Limacina sp.,197
91,AA,253,3,2,component_1,2011-12-02,2011-12-07,group_0091_AA,2011,G91_component_1,Oithona similis,198
91,AA,253,3,2,component_2,2011-12-02,2011-12-07,group_0091_AA,2011,G91_component_2,Calanoida indet (small),199
92,AA,177,2,2,component_1,2012-01-06,2012-01-09,group_0092_AA,2012,G92_component_1,Calanoida indet (small),200
92,AA,177,2,2,component_2,2012-01-06,2012-01-09,group_0092_AA,2012,G92_component_2,Calanus simillimus,201
93,AA,302,4,2,component_1,2012-02-18,2012-02-23,group_0093_AA,2012,G93_component_1,Calanoida indet (small),202
93,AA,302,4,2,component_2,2012-02-18,2012-02-23,group_0093_AA,2012,G93_component_2,Calanus simillimus,203
94,AA,417,5,2,component_1,2012-03-17,2012-03-26,group_0094_AA,2012,G94_component_1,Calanoida indet (small),204
